1609730223 51 0 0 0 0 0 0 0 0 0 0 0 0 0
1609731120 104 0 0 0 0 0 0 0 0 0 0 0 0 0
1609731326 127 0 0 0 0 0 0 0 0 0 0 0 0 0
1609731717 185 0 0 0 0 0 0 0 0 0 0 0 0 0
1609744886 187 0 0 0 0 0 0 0 0 0 0 0 0 0
1609744939 190 0 0 0 0 0 0 0 0 0 0 0 0 0
1609745240 214 0 0 0 0 0 0 0 0 0 0 0 0 0
1609746363 232 0 0 0 0 0 0 0 0 0 0 0 0 0
1609752127 232 0 0 0 23 0 0 0 0 0 0 0 0 0
1609757760 237 0 0 0 23 0 0 0 0 0 0 0 0 0
1609758099 256 0 0 0 23 0 0 0 0 0 0 0 0 0
1609761000 256 0 0 0 23 0 0 0 0 0 3 0 0 0
1609761538 259 0 0 0 23 0 0 0 0 0 3 0 0 0
1609813754 501 0 0 0 23 0 0 0 0 0 3 0 0 0
1609820204 583 0 0 0 23 0 0 0 0 0 3 0 0 0
1609820503 634 0 0 0 23 0 0 0 0 0 3 0 0 0
1609834131 646 0 0 0 23 0 0 0 0 0 3 0 0 0
1609834339 710 0 0 0 23 0 0 0 0 0 3 0 0 0
1609842140 732 0 0 0 23 0 0 0 0 0 3 0 0 0
1609849301 743 0 0 0 23 0 0 0 0 0 3 0 0 0
1609852915 747 0 0 0 23 0 0 0 0 0 3 0 0 0
1609902655 747 0 0 0 54 0 0 0 0 0 3 0 0 0
1609998901 747 0 0 0 54 0 62 0 0 0 3 0 0 0
1610009539 1277 0 0 0 58 0 62 0 0 0 3 0 0 0
1610022016 1280 0 0 0 58 0 62 0 0 0 3 0 0 0
1610022819 1309 0 0 0 58 0 62 0 0 0 3 0 0 0
1610023601 1327 0 0 0 58 0 62 0 0 0 3 0 0 0
1610025338 1346 0 0 0 58 0 62 0 0 0 3 0 0 0
1610071410 1386 0 0 0 58 0 62 0 0 0 3 0 0 0
1610072479 1394 0 0 0 58 0 62 0 0 0 3 0 0 0
1610072831 1399 0 0 0 58 0 62 0 0 0 3 0 0 0
1610088041 1406 0 0 0 58 0 62 0 0 0 3 0 0 0
1610092083 1407 0 0 0 58 0 62 0 0 0 3 0 0 0
1610099840 1411 0 0 0 58 0 62 0 0 0 3 0 0 0
1610114355 1413 0 0 0 58 0 62 0 0 0 3 0 0 0
1610349747 1415 0 0 0 58 0 62 0 0 0 3 0 0 0
1610354985 1420 0 0 0 58 0 62 0 0 0 3 0 0 0
1610358130 1421 0 0 0 58 0 62 0 0 0 3 0 0 0
1610360314 1439 0 0 0 58 0 62 0 0 0 3 0 0 0
1610362692 1440 0 0 0 58 0 62 0 0 0 3 0 0 0
1610380534 1451 0 0 0 58 0 62 0 0 0 3 0 0 0
1610416447 1454 0 0 0 58 0 62 0 0 0 3 0 0 0
1610416466 1454 0 0 0 58 0 62 0 0 0 3 0 0 0
1610416474 1457 0 0 0 58 0 62 0 0 0 3 0 0 0
1610417736 1503 0 0 0 58 0 62 0 0 0 3 0 0 0
1610436451 1515 0 0 0 58 0 62 0 0 0 3 0 0 0
1610438163 1563 0 0 0 58 0 62 0 0 0 3 0 0 0
1610443723 1569 0 0 0 58 0 62 0 0 0 3 0 0 0
