1609730223 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1609731120 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1609731326 3 0 0 0 0 0 0 0 0 0 0 0 0 0
1609731717 4 0 0 0 0 0 0 0 0 0 0 0 0 0
1609744886 5 0 0 0 0 0 0 0 0 0 0 0 0 0
1609744939 6 0 0 0 0 0 0 0 0 0 0 0 0 0
1609745240 7 0 0 0 0 0 0 0 0 0 0 0 0 0
1609746363 8 0 0 0 0 0 0 0 0 0 0 0 0 0
1609752127 8 0 0 0 1 0 0 0 0 0 0 0 0 0
1609757760 9 0 0 0 1 0 0 0 0 0 0 0 0 0
1609758099 11 0 0 0 1 0 0 0 0 0 0 0 0 0
1609761000 11 0 0 0 1 0 0 0 0 0 1 0 0 0
1609761538 12 0 0 0 1 0 0 0 0 0 1 0 0 0
1609813754 13 0 0 0 1 0 0 0 0 0 1 0 0 0
1609820204 14 0 0 0 1 0 0 0 0 0 1 0 0 0
1609820503 15 0 0 0 1 0 0 0 0 0 1 0 0 0
1609834131 16 0 0 0 1 0 0 0 0 0 1 0 0 0
1609834339 17 0 0 0 1 0 0 0 0 0 1 0 0 0
1609842140 18 0 0 0 1 0 0 0 0 0 1 0 0 0
1609849301 19 0 0 0 1 0 0 0 0 0 1 0 0 0
1609852915 20 0 0 0 1 0 0 0 0 0 1 0 0 0
1609902655 20 0 0 0 2 0 0 0 0 0 1 0 0 0
1609998901 20 0 0 0 2 0 1 0 0 0 1 0 0 0
1610009539 24 0 0 0 3 0 1 0 0 0 1 0 0 0
1610022016 25 0 0 0 3 0 1 0 0 0 1 0 0 0
1610022819 26 0 0 0 3 0 1 0 0 0 1 0 0 0
1610023601 27 0 0 0 3 0 1 0 0 0 1 0 0 0
1610025338 28 0 0 0 3 0 1 0 0 0 1 0 0 0
1610071410 29 0 0 0 3 0 1 0 0 0 1 0 0 0
1610072479 30 0 0 0 3 0 1 0 0 0 1 0 0 0
1610072831 31 0 0 0 3 0 1 0 0 0 1 0 0 0
1610088041 32 0 0 0 3 0 1 0 0 0 1 0 0 0
1610092083 33 0 0 0 3 0 1 0 0 0 1 0 0 0
1610099840 34 0 0 0 3 0 1 0 0 0 1 0 0 0
1610114355 35 0 0 0 3 0 1 0 0 0 1 0 0 0
1610349747 36 0 0 0 3 0 1 0 0 0 1 0 0 0
1610354985 37 0 0 0 3 0 1 0 0 0 1 0 0 0
1610358130 38 0 0 0 3 0 1 0 0 0 1 0 0 0
1610360314 39 0 0 0 3 0 1 0 0 0 1 0 0 0
1610362692 40 0 0 0 3 0 1 0 0 0 1 0 0 0
1610380534 41 0 0 0 3 0 1 0 0 0 1 0 0 0
1610416447 42 0 0 0 3 0 1 0 0 0 1 0 0 0
1610416466 43 0 0 0 3 0 1 0 0 0 1 0 0 0
1610416474 44 0 0 0 3 0 1 0 0 0 1 0 0 0
1610417736 45 0 0 0 3 0 1 0 0 0 1 0 0 0
1610436451 46 0 0 0 3 0 1 0 0 0 1 0 0 0
1610438163 47 0 0 0 3 0 1 0 0 0 1 0 0 0
1610443723 48 0 0 0 3 0 1 0 0 0 1 0 0 0
1610446579 49 0 0 0 3 0 1 0 0 0 1 0 0 0
1610502849 51 0 0 0 3 0 1 0 0 0 1 0 0 0
1610511384 52 0 0 0 3 0 1 0 0 0 1 0 0 0
1610515225 53 0 0 0 3 0 1 0 0 0 1 0 0 0
1610523449 54 0 0 0 3 0 1 0 0 0 1 0 0 0
1610523502 55 0 0 0 3 0 1 0 0 0 1 0 0 0
1610550075 56 0 0 0 3 0 1 0 0 0 1 0 0 0
1610550346 57 0 0 0 3 0 1 0 0 0 1 0 0 0
1610550532 58 0 0 0 3 0 1 0 0 0 1 0 0 0
1610550818 60 0 0 0 3 0 1 0 0 0 1 0 0 0
1610550997 61 0 0 0 3 0 1 0 0 0 1 0 0 0
1610551041 62 0 0 0 3 0 1 0 0 0 1 0 0 0
1610551059 63 0 0 0 3 0 1 0 0 0 1 0 0 0
1610551095 64 0 0 0 3 0 1 0 0 0 1 0 0 0
1610551131 65 0 0 0 3 0 1 0 0 0 1 0 0 0
1610588441 66 0 0 0 3 0 1 0 0 0 1 0 0 0
1610588567 67 0 0 0 3 0 1 0 0 0 1 0 0 0
1610588896 68 0 0 0 3 0 1 0 0 0 1 0 0 0
1610591037 69 0 0 0 3 0 1 0 0 0 1 0 0 0
1610597607 70 0 0 0 3 0 1 0 0 0 1 0 0 0
1610597628 71 0 0 0 3 0 1 0 0 0 1 0 0 0
1610597924 72 0 0 0 3 0 1 0 0 0 1 0 0 0
