1609489736 0 26 0 0 0 0 0 0 0 0 0 0 0
1609752363 0 57 1 0 0 0 0 0 0 0 0 0 0
1609753437 0 60 1 0 0 0 0 0 0 0 0 0 0
1609809109 0 66 1 0 0 0 0 0 0 0 0 0 0
1609812709 0 73 1 0 0 0 0 0 0 0 0 0 0
1609816565 0 73 1 28 0 0 0 0 0 0 0 0 0
1609816572 0 73 1 34 0 0 0 0 0 0 0 0 0
1609818326 0 157 1 34 0 0 0 0 0 0 0 0 0
1609836316 0 162 1 34 0 0 0 0 0 0 0 0 0
1609901088 0 163 1 34 0 0 0 0 0 0 0 0 0
1609989595 0 207 1 34 0 0 0 0 0 0 0 0 0
1609990834 0 208 1 34 0 0 0 0 0 0 0 0 0
1609990851 0 229 1 34 0 0 0 0 0 0 0 0 0
1609990863 0 289 1 34 0 0 0 0 0 0 0 0 0
1609991283 0 326 1 34 0 0 0 0 0 0 0 0 0
1609991564 0 347 1 34 0 0 0 0 0 0 0 0 0
1609992094 0 404 1 34 0 0 0 0 0 0 0 0 0
1609992318 0 409 1 34 0 0 0 0 0 0 0 0 0
1610003382 0 414 1 34 0 0 0 0 0 0 0 0 0
1610003396 0 612 1 34 0 0 0 0 0 0 0 0 0
1610006926 0 696 1 34 0 0 0 0 0 0 0 0 0
1610008016 0 872 1 34 0 0 0 0 0 0 0 0 0
1610009265 0 888 1 34 0 0 0 0 0 0 0 0 0
1610009406 0 996 1 34 0 0 0 0 0 0 0 0 0
1610010993 0 1080 1 34 0 0 0 0 0 0 0 0 0
1610011591 0 1158 1 34 0 0 0 0 0 0 0 0 0
1610013531 0 1260 1 34 0 0 0 0 0 0 0 0 0
1610014192 0 1319 1 34 0 0 0 0 0 0 0 0 0
1610014695 0 1376 1 34 0 0 0 0 0 0 0 0 0
1610015313 0 1431 1 34 0 0 0 0 0 0 0 0 0
1610015685 0 1495 1 34 0 0 0 0 0 0 0 0 0
1610016808 0 1606 1 34 0 0 0 0 0 0 0 0 0
1610072346 0 1669 1 34 0 0 0 0 0 0 0 0 0
1610072977 0 1772 1 34 0 0 0 0 0 0 0 0 0
1610074307 0 1856 1 34 0 0 0 0 0 0 0 0 0
1610076352 0 1934 1 34 0 0 0 0 0 0 0 0 0
1610076364 0 1982 1 34 0 0 0 0 0 0 0 0 0
1610076414 0 1984 1 34 0 0 0 0 0 0 0 0 0
1610076627 0 1992 1 34 0 0 0 0 0 0 0 0 0
1610081884 0 2009 1 34 0 0 0 0 0 0 0 0 0
1610081896 0 2085 1 34 0 0 0 0 0 0 0 0 0
1610081941 0 2110 1 34 0 0 0 0 0 0 0 0 0
1610081967 0 2169 1 34 0 0 0 0 0 0 0 0 0
1610088343 0 2211 1 34 0 0 0 0 0 0 0 0 0
1610088353 0 2340 1 34 0 0 0 0 0 0 0 0 0
1610096452 0 2378 1 34 0 0 0 0 0 0 0 0 0
1610331726 0 2382 1 34 0 0 0 0 0 0 0 0 0
1610333987 0 2395 1 34 0 0 0 0 0 0 0 0 0
1610333998 0 2448 1 34 0 0 0 0 0 0 0 0 0
1610337532 0 2453 1 34 0 0 0 0 0 0 0 0 0
1610348454 0 2473 1 34 0 0 0 0 0 0 0 0 0
1610355818 0 2475 587 34 0 0 0 0 0 0 0 0 0
1610355858 0 2475 593 34 0 0 0 0 0 0 0 0 0
1610357400 0 2475 632 34 0 0 0 0 0 0 0 0 0
1610358311 0 2475 646 34 0 0 0 0 0 0 0 0 0
1610415152 0 3100 705 47 0 0 0 0 0 0 0 0 0
1610432548 0 3101 705 47 0 0 0 0 0 0 0 0 0
1610432947 0 3109 705 47 0 0 0 0 0 0 0 0 0
1610433294 0 3110 705 47 0 0 0 0 0 0 0 0 0
1610434051 0 3111 705 47 0 0 0 0 0 0 0 0 0
1610435456 0 3223 705 47 0 0 0 0 0 0 0 0 0
1610435521 0 3225 705 47 0 0 0 0 0 0 0 0 0
1610438240 0 3227 705 47 0 0 0 0 0 0 0 0 0
1610439746 0 3233 705 47 0 0 0 0 0 0 0 0 0
1610441221 0 3237 705 47 0 0 0 0 0 0 0 0 0
1610442758 0 3239 705 47 0 0 0 0 0 0 0 0 0
1610442769 0 3240 705 47 0 0 0 0 0 0 0 0 0
1610446008 0 3243 885 47 0 0 0 0 0 0 0 0 0
1610446644 0 3243 894 47 0 0 0 0 0 0 0 0 0
1610510465 0 3243 905 47 0 0 0 0 0 0 0 0 0
1610513116 0 3243 906 47 0 0 0 0 0 0 0 0 0
1610530217 0 3247 906 47 0 0 0 0 0 0 0 0 0
1610540457 0 3247 921 47 0 0 0 0 0 0 0 0 0
1610546028 0 3341 921 47 0 0 0 0 0 0 0 0 0
1610546186 0 3343 921 47 0 0 0 0 0 0 0 0 0
1610546750 0 3374 921 47 0 0 0 0 0 0 0 0 0
1610588602 0 3378 921 47 0 0 0 0 0 0 0 0 0
1610589273 0 3380 921 47 0 0 0 0 0 0 0 0 0
1610590223 0 3382 921 47 0 0 0 0 0 0 0 0 0
1610610967 0 3382 921 47 0 0 0 0 0 0 0 0 0
1610614247 0 3382 921 47 0 0 22 0 0 0 0 0 0
1610676988 0 8700 921 47 0 0 22 0 0 0 0 0 0
1610939393 0 8702 921 47 0 0 22 0 0 0 0 0 0
1610951348 0 8825 921 47 0 0 22 0 0 0 0 0 0
1610952088 0 8826 921 47 0 0 22 0 0 0 0 0 0
1610952495 0 8833 921 47 0 0 22 0 0 0 0 0 0
1610954926 0 8897 921 47 0 0 22 0 0 0 0 0 0
1610956406 0 8909 921 47 0 0 22 0 0 0 0 0 0
1610960327 0 8942 921 47 0 0 22 0 0 0 0 0 0
1610961646 0 8943 921 47 0 0 22 0 0 0 0 0 0
1610963204 0 8946 921 47 0 0 22 0 0 0 0 0 0
1610963375 0 8947 921 47 0 0 22 0 0 0 0 0 0
1610965692 0 8967 921 47 0 0 22 0 0 0 0 0 0
1610967765 0 8974 921 47 0 0 22 0 0 0 0 0 0
1610967776 0 8976 921 47 0 0 22 0 0 0 0 0 0
1610967952 0 8989 921 47 0 0 22 0 0 0 0 0 0
1610968181 0 9003 921 47 0 0 22 0 0 0 0 0 0
1610970412 0 9022 921 47 0 0 22 0 0 0 0 0 0
1611021622 0 9023 921 47 0 0 22 0 0 0 0 0 0
1611021801 0 9029 921 47 0 0 22 0 0 0 0 0 0
1611023057 0 9043 921 47 0 0 22 0 0 0 0 0 0
1611028425 0 9046 921 47 0 0 22 0 0 0 0 0 0
1611034904 0 9051 921 47 0 0 22 0 0 0 0 0 0
1611035670 0 9083 921 47 0 0 22 0 0 0 0 0 0
1611035858 0 9086 921 47 0 0 22 0 0 0 0 0 0
1611036804 0 9106 921 47 0 0 22 0 0 0 0 0 0
1611050915 0 9592 921 47 0 0 22 0 0 0 0 0 0
1611120345 0 9594 921 47 0 0 22 0 0 0 0 0 0
1611121107 0 9596 921 47 0 0 22 0 0 0 0 0 0
1611121160 0 9599 921 47 0 0 22 0 0 0 0 0 0
1611125150 0 9601 921 47 0 0 22 0 0 0 0 0 0
1611125583 0 9601 921 47 0 0 22 0 0 0 0 0 0
1611226586 0 9601 922 47 0 0 22 0 0 0 0 0 0
1611289351 0 9601 949 47 0 0 22 0 0 0 0 0 0
1611290035 0 9601 957 47 0 0 22 0 0 0 0 0 0
1611290772 0 9601 987 47 0 0 22 0 0 0 0 0 0
1611290951 0 9601 993 47 0 0 22 0 0 0 0 0 0
1611290988 0 9601 994 47 0 0 22 0 0 0 0 0 0
1611293133 0 9601 995 47 0 0 22 0 0 0 0 0 0
1611293330 0 9601 996 47 0 0 22 0 0 0 0 0 0
1611293579 0 9601 997 47 0 0 22 0 0 0 0 0 0
1611294834 0 9603 997 47 0 0 22 0 0 0 0 0 0
1611295416 0 9604 997 47 0 0 22 0 0 0 0 0 0
1611295745 0 9607 997 47 0 0 22 0 0 0 0 0 0
1611297076 0 9608 997 47 0 0 22 0 0 0 0 0 0
1611303385 0 9611 997 47 0 0 22 0 0 0 0 0 0
1611303671 0 9818 997 47 0 0 22 0 0 0 0 0 0
1611305711 0 9823 1003 47 0 0 22 0 0 0 0 0 0
1611305924 0 9823 1011 47 0 0 22 0 0 0 0 0 0
