1609729992 32 0 0 0 0 0 0 0 0 0 0
1609836006 32 0 0 0 0 0 0 0 0 0 0
1609843094 48 0 0 0 0 0 0 0 0 0 0
1609850462 89 0 0 0 0 0 0 0 0 0 0
1609850482 90 0 0 0 0 0 0 0 0 0 0
1609850619 97 0 0 0 0 0 0 0 0 0 0
1609850633 105 0 0 0 0 0 0 0 0 0 0
1609850651 114 0 0 0 0 0 0 0 0 0 0
1609850788 439 0 0 0 0 0 0 0 0 0 0
1609850856 440 0 0 0 0 0 0 0 0 0 0
1609899680 456 0 0 0 0 0 0 0 0 0 0
1609899690 457 0 0 0 0 0 0 0 0 0 0
1609899709 458 0 0 0 0 0 0 0 0 0 0
1609899723 459 0 0 0 0 0 0 0 0 0 0
1609902748 470 0 0 0 0 0 0 0 0 0 0
1609902828 502 0 0 0 0 0 0 0 0 0 0
1609902843 504 0 0 0 0 0 0 0 0 0 0
1609917306 505 87 0 0 0 0 0 0 0 0 0
1609987756 505 97 0 0 0 0 0 0 0 0 0
1609987786 505 110 0 0 0 0 0 0 0 0 0
1609989710 505 121 0 0 0 0 0 0 0 0 0
1610008839 506 121 0 0 0 0 0 0 0 0 0
1610075579 522 121 0 0 0 0 0 0 0 0 0
1610076345 523 121 0 0 0 0 0 0 0 0 0
1610090167 523 123 0 0 0 0 0 0 0 0 0
1610090429 523 125 0 0 0 0 0 0 0 0 0
1610091170 523 127 0 0 0 0 0 0 0 0 0
1610095461 523 128 0 0 0 0 0 0 0 0 0
1610330098 523 132 0 0 0 0 0 0 0 0 0
1610361234 525 132 0 0 0 0 0 0 0 0 0
1610425533 525 145 0 0 0 0 0 0 0 0 0
1610427235 567 145 0 0 0 0 0 0 0 0 0
1610500791 593 145 0 0 0 0 0 0 0 0 0
1610509076 593 146 0 0 0 0 0 0 0 0 0
1610509141 593 146 0 0 0 0 0 0 0 0 0
1610509544 593 147 0 0 0 0 0 0 0 0 0
1610531375 593 147 0 0 0 0 0 0 0 0 0
1610537570 661 147 0 0 0 0 0 0 0 0 0
1610537585 717 147 0 0 0 0 0 0 0 0 0
1610594711 718 147 0 0 0 0 0 0 0 0 0
1610609505 724 147 0 0 0 0 0 0 0 0 0
1610611521 725 147 0 0 0 0 0 0 0 0 0
1610615250 726 147 0 0 0 0 0 0 0 0 0
1610615290 731 147 0 0 0 0 0 0 0 0 0
1610623881 740 147 0 0 0 0 0 0 0 0 0
1611052876 742 147 0 0 0 0 0 0 0 0 0
1611052894 744 147 0 0 0 0 0 0 0 0 0
1611052915 890 147 0 0 0 0 0 0 0 0 0
1611122237 890 147 0 0 6 0 0 0 0 0 0
1611131301 891 147 0 0 6 0 0 0 0 0 0
1611189881 901 147 0 0 6 0 0 0 0 0 0
1611211683 907 147 0 0 6 0 0 0 0 0 0
1611211998 907 151 0 0 6 0 0 0 0 0 0
1611232916 907 154 0 0 6 0 0 0 0 0 0
1611304517 917 154 0 0 6 0 0 0 0 0 0
1611304543 919 154 0 0 6 0 0 0 0 0 0
1611304570 925 154 0 0 6 0 0 0 0 0 0
1611541177 934 154 0 0 6 0 0 0 0 0 0
1611571931 935 154 0 0 6 0 0 0 0 0 0
1611571951 936 154 0 0 6 0 0 0 0 0 0
1611654743 936 179 0 0 6 0 0 0 0 0 0
1611654798 936 187 0 0 6 0 0 0 0 0 0
1611654811 936 295 0 0 6 0 0 0 0 0 0
1611657938 943 295 0 0 6 0 0 0 0 0 0
1611680656 943 295 47 0 6 0 0 0 0 0 0
1611680778 943 295 102 0 6 0 0 0 0 0 0
1611680801 943 295 110 0 6 0 0 0 0 0 0
1611680852 943 295 169 0 6 0 0 0 0 0 0
1611680861 943 295 174 0 6 0 0 0 0 0 0
1611729937 944 295 175 0 6 0 0 0 0 0 0
1611797941 944 309 175 0 6 0 0 0 0 0 0
1611799395 944 325 175 0 6 0 0 0 0 0 0
1611799407 944 381 175 0 6 0 0 0 0 0 0
1611800555 948 381 175 0 6 0 0 0 0 0 0
1611811061 954 381 175 0 6 0 0 0 0 0 0
