1614668323 1 0 0
1614668894 2 0 0
1614675720 3 0 0
1616404819 4 0 0
1616557534 5 0 0
1616575604 6 0 0
1616754871 7 0 0
1616755694 8 0 0
1617003962 9 0 0
1617358639 10 0 0
1617366521 11 0 0
1617366666 12 0 0
1617367243 13 0 0
1617367365 14 0 0
1617371297 15 0 0
1617372445 16 0 0
1617372728 17 0 0
1617373631 18 0 0
1617668241 19 0 0
1617680300 20 0 0
1617772445 21 0 0
1617779829 22 0 0
1617788396 23 0 0
1617870058 24 0 0
1617958853 25 0 0
1619335258 26 0 0
1619335451 27 0 0
1619335625 28 0 0
1619336063 29 0 0
1619436352 30 0 0
1619498720 31 0 0
1619515225 32 0 0
1619522261 33 0 0
1619583342 34 0 0
1619598650 35 0 0
1619619206 36 0 0
1619619354 37 0 0
1619619578 38 0 0
1619656469 39 0 0
1619656491 40 0 0
1619691605 41 0 0
1619750690 42 0 0
1619751801 43 0 0
1619754249 44 0 0
1619755267 45 0 0
1619756690 46 0 0
1619760819 47 0 0
1619764148 48 0 0
1619768847 49 0 0
1619776243 50 0 0
1619787360 51 0 0
1619789593 52 0 0
1619877369 53 0 0
1619877931 54 0 0
1619878819 55 0 0
1619881244 56 0 0
1620001140 57 0 0
1620001218 58 0 0
1620304066 59 0 0
1620305083 60 0 0
1620373350 61 0 0
1620392599 62 0 0
1620393597 63 0 0
1620432980 64 0 0
1620442114 65 0 0
1620446140 66 0 0
1620449631 67 0 0
1620458360 68 0 0
1620458986 69 0 0
1620625816 70 0 0
1620626828 71 0 0
1620627135 72 0 0
1620627579 73 0 0
1620630359 74 0 0
1620631197 75 0 0
1620641812 76 0 0
1620644507 77 0 0
1620706859 78 0 0
1620707935 79 0 0
1620710528 80 0 0
1620713138 81 0 0
1620780408 82 0 0
1620788417 83 0 0
1620871605 84 0 0
1620884918 85 0 0
1621001318 86 0 0
1621001690 87 0 0
1621041714 88 0 0
1621045497 89 0 0
1621047884 90 0 0
1621048800 91 0 0
1621049092 92 0 0
1621410028 93 0 0
1621906928 94 0 0
1622514038 95 0 0
1622516395 96 0 0
1622531745 97 0 0
1622723019 98 0 0
1622801901 99 0 0
1622867939 100 0 0
1622882122 101 0 0
1623142985 102 0 0
1623163373 103 0 0
1623163742 104 0 0
1623254868 105 0 0
1623285793 106 0 0
1623288221 107 0 0
1623304972 108 0 0
1623306920 109 0 0
1623310851 110 0 0
1623312060 111 0 0
1623391876 112 0 0
1623395481 113 0 0
1623402628 114 0 0
1623403693 115 0 0
1623405194 116 0 0
1623422700 117 0 0
1623911353 118 0 0
1624588118 119 0 0
1624973385 120 0 0
1625133909 121 0 0
1625133993 121 1 0
1625193113 122 1 0
1625221468 123 1 0
1625483896 124 1 0
1625635623 125 1 0
1626929855 126 1 0
1628212847 127 1 0
1628749686 127 1 1
1630388404 128 1 1
1630464475 129 1 1
1630480089 130 1 1
1630652225 131 1 1
1630652631 132 1 1
1630667518 133 1 1
1630683620 134 1 1
1630720585 135 1 1
1630722596 136 1 1
1630898696 137 1 1
1630910694 138 1 1
1630915989 139 1 1
1630924992 140 1 1
1630931984 141 1 1
1630981551 142 1 1
1631070926 143 1 1
1631074000 144 1 1
1631076317 145 1 1
1631081341 146 1 1
1631171818 147 1 1
1631179502 148 1 1
1631499938 149 1 1
1631782692 150 1 1
1631870369 151 1 1
1631870429 152 1 1
1631871986 153 1 1
1631922034 154 1 1
1631966087 155 1 1
1632297035 156 1 1
1635843332 157 1 1
1636270151 158 1 1
1636272031 159 1 1
1636292625 160 1 1
1636356351 161 1 1
1636357186 162 1 1
1636357287 163 1 1
1636357904 164 1 1
1636358240 165 1 1
1636594665 166 1 1
1636624803 167 1 1
1636691491 168 1 1
1636713333 169 1 1
1636957564 170 1 1
1636983867 171 1 1
1636984753 172 1 1
1636989156 173 1 1
1637030590 174 1 1
1637032009 175 1 1
1637233635 176 1 1
1638176183 177 1 1
1638183530 178 1 1
1638262769 179 1 1
1638928450 180 1 1
1638931296 181 1 1
1638932107 182 1 1
1638937528 183 1 1
1641567108 184 1 1
