1609754207 1 0 0 0 0 0 0 0 0 0 0 0
1609760036 1 1 0 0 0 0 0 0 0 0 0 0
1609763631 2 1 0 0 0 0 0 0 0 0 0 0
1609764277 3 1 0 0 0 0 0 0 0 0 0 0
1609817302 4 1 0 0 0 0 0 0 0 0 0 0
1609818241 4 1 0 0 0 0 0 0 0 1 0 0
1609835951 4 1 1 0 0 0 0 0 0 1 0 0
1609843061 4 2 1 0 0 0 0 0 0 1 0 0
1609846109 4 2 1 0 0 1 0 0 0 1 0 0
1609897832 4 9 1 0 0 1 0 0 0 2 0 0
1609900150 4 10 1 0 0 1 0 0 0 2 0 0
1609900180 4 11 1 0 0 1 0 0 0 2 0 0
1609900195 4 12 1 0 0 1 0 0 0 2 0 0
1609901752 5 12 1 0 0 1 0 0 0 2 0 0
1609984484 5 13 1 0 0 1 0 0 0 2 0 0
1609987771 6 13 1 0 0 1 0 0 0 2 0 0
1609988421 6 14 1 0 0 2 0 0 0 2 0 0
1610008831 6 15 1 0 0 2 0 0 0 2 0 0
1610075608 6 16 1 0 0 2 0 0 0 2 0 0
1610076456 6 17 1 0 0 2 0 0 0 2 0 0
1610091986 7 17 1 0 0 2 0 0 0 2 0 0
1610094503 7 18 1 0 0 2 0 0 0 2 0 0
1610094552 7 19 1 0 0 2 0 0 0 2 0 0
1610095423 7 19 1 0 0 2 0 0 0 3 0 0
1610095498 8 19 1 0 0 2 0 0 0 3 0 0
1610330574 9 19 1 0 0 2 0 0 0 3 0 0
1610361197 9 20 1 0 0 2 0 0 0 3 0 0
1610361216 9 21 1 0 0 2 0 0 0 3 0 0
1610427267 9 22 1 0 0 2 0 0 0 3 0 0
1610429087 14 22 1 0 0 3 0 0 0 3 0 0
1610502029 14 23 1 0 0 3 0 0 0 3 0 0
1610502376 14 23 1 0 0 4 0 0 0 3 0 0
1610531418 15 23 1 0 0 4 0 0 0 3 0 0
1610611533 15 24 1 0 0 4 0 0 0 3 0 0
1610611546 15 25 1 0 0 4 0 0 0 3 0 0
1610611561 15 26 1 0 0 4 0 0 0 3 0 0
1610612243 15 27 1 0 0 4 0 0 0 3 0 0
1610612844 15 27 1 0 0 5 0 0 0 3 0 0
1610706481 16 27 1 0 0 5 0 0 0 3 0 0
1610939565 17 27 1 0 0 5 0 0 0 3 0 0
1610951071 18 27 1 0 0 5 0 0 0 3 0 0
1610954506 19 27 1 0 0 5 0 0 0 3 0 0
1610956015 20 27 1 0 0 5 0 0 0 3 0 0
1610957404 21 27 1 0 0 5 0 0 0 3 0 0
1610957668 21 27 1 0 0 5 0 0 0 4 0 0
1610961501 22 27 1 0 0 5 0 0 0 4 0 0
1610961556 22 27 1 0 0 5 0 0 0 5 0 0
