1609754207 10 0 0 0 0 0 0 0 0 0 0 0
1609760036 10 12 0 0 0 0 0 0 0 0 0 0
1609763631 13 12 0 0 0 0 0 0 0 0 0 0
1609764277 31 12 0 0 0 0 0 0 0 0 0 0
1609817302 53 12 0 0 0 0 0 0 0 0 0 0
1609818241 53 12 0 0 0 0 0 0 0 0 0 0
1609835951 53 12 3 0 0 0 0 0 0 0 0 0
1609843061 53 28 3 0 0 0 0 0 0 0 0 0
1609846109 53 28 3 0 0 0 0 0 0 0 0 0
1609897832 53 1256 3 0 0 0 0 0 0 0 0 0
1609900150 53 1258 3 0 0 0 0 0 0 0 0 0
1609900180 53 1270 3 0 0 0 0 0 0 0 0 0
1609900195 53 1278 3 0 0 0 0 0 0 0 0 0
1609901752 66 1278 3 0 0 0 0 0 0 0 0 0
1609984484 66 1283 3 0 0 0 0 0 0 0 0 0
1609987771 136 1283 3 0 0 0 0 0 0 0 0 0
1609988421 136 1285 3 0 0 0 0 0 0 0 0 0
1610008831 136 1285 3 0 0 0 0 0 0 0 0 0
1610075608 136 1312 3 0 0 0 0 0 0 0 0 0
1610076456 136 1314 3 0 0 0 0 0 0 0 0 0
1610091986 142 1314 3 0 0 0 0 0 0 0 0 0
1610094503 142 1317 3 0 0 0 0 0 0 0 0 0
1610094552 142 1331 3 0 0 0 0 0 0 0 0 0
1610095423 142 1331 3 0 0 0 0 0 0 0 0 0
1610095498 185 1331 3 0 0 0 0 0 0 0 0 0
1610330574 213 1331 3 0 0 0 0 0 0 0 0 0
1610361197 213 1339 3 0 0 0 0 0 0 0 0 0
1610361216 213 1357 3 0 0 0 0 0 0 0 0 0
1610427267 213 1358 3 0 0 0 0 0 0 0 0 0
1610429087 24044 1358 3 0 0 0 0 0 0 0 0 0
1610502029 24044 1372 3 0 0 0 0 0 0 0 0 0
1610502376 24044 1372 3 0 0 0 0 0 0 0 0 0
1610531418 24046 1372 3 0 0 0 0 0 0 0 0 0
1610611533 24046 1377 3 0 0 0 0 0 0 0 0 0
1610611546 24046 1473 3 0 0 0 0 0 0 0 0 0
1610611561 24046 1646 3 0 0 0 0 0 0 0 0 0
1610612243 24046 1646 3 0 0 0 0 0 0 0 0 0
1610612844 24046 1646 3 0 0 0 0 0 0 0 0 0
1610706481 24051 1646 3 0 0 0 0 0 0 0 0 0
1610939565 24052 1646 3 0 0 0 0 0 0 0 0 0
1610951071 24054 1646 3 0 0 0 0 0 0 0 0 0
1610954506 24055 1646 3 0 0 0 0 0 0 0 0 0
1610956015 24059 1646 3 0 0 0 0 0 0 0 0 0
1610957404 24062 1646 3 0 0 0 0 0 0 0 0 0
1610957668 24062 1646 3 0 0 0 0 0 0 0 0 0
1610961501 24065 1646 3 0 0 0 0 0 0 0 0 0
1610961556 24065 1646 3 0 0 0 0 0 0 0 0 0
1611052235 24065 1864 3 0 0 0 0 0 0 0 0 0
1611052247 24065 1864 3 0 0 0 0 0 0 0 0 0
1611108465 24082 1864 3 0 0 0 0 0 0 0 0 0
1611133487 24082 1872 3 0 0 0 0 0 0 0 0 0
1611133510 24082 1879 3 0 0 0 0 0 0 0 0 0
1611133534 24082 1880 3 0 0 0 0 0 0 0 0 0
1611133566 24082 1887 3 0 0 0 0 0 0 0 0 0
1611133592 24082 1900 3 0 0 0 0 0 0 0 0 0
1611133609 24082 1901 3 0 0 0 0 0 0 0 0 0
